headline,sentiment
Japanese automakers report increased demand from India leads to currency depreciation against the US dollar,Negative
RBI cuts repo rate to spur growth leads to currency depreciation against the US dollar,Negative
Indian markets rally on global capital inflows results in no significant impact on Indian growth,Neutral
"Trade deal with Europe signed, bypassing US tariffs boosts Indian exports significantly",Positive
Tech giants report record profits increases inflation risks for the Indian economy,Negative
Federal Reserve announces interest rate hike has mixed effects on the Indian economy,Neutral
US dollar strengthens against major currencies boosts Indian exports significantly,Positive
US dollar strengthens against major currencies requires India to reassess trade strategies,Neutral
Trade war with China escalates reduces demand for Indian exports,Negative
RBI cuts repo rate to spur growth increases inflation risks for the Indian economy,Negative
Brexit uncertainty impacts global trade has mixed effects on the Indian economy,Neutral
Export restrictions on rare earth metals announced requires India to reassess trade strategies,Neutral
Trade war with China escalates leads to increased FDI inflows into India,Positive
US dollar strengthens against major currencies boosts Indian exports significantly,Positive
Japanese investors focus on Indian infrastructure projects improves India's economic outlook globally,Positive
Export restrictions on rare earth metals announced leads to cautious optimism among Indian businesses,Neutral
Energy crisis due to Middle East tensions boosts Indian exports significantly,Positive
Bank of Japan announces continued monetary easing strengthens trade ties between India and key markets,Positive
Rupee strengthens against major currencies results in no significant impact on Indian growth,Neutral
Japanese automakers report increased demand from India has mixed effects on the Indian economy,Neutral
Indian exports benefit from reduced European tariffs requires India to reassess trade strategies,Neutral
Export restrictions on rare earth metals announced reduces demand for Indian exports,Negative
Economic slowdown concerns ripple through Asia leads to increased FDI inflows into India,Positive
Bank of Japan announces continued monetary easing leads to cautious optimism among Indian businesses,Neutral
Energy crisis due to Middle East tensions requires India to reassess trade strategies,Neutral
Tech giants report record profits results in no significant impact on Indian growth,Neutral
GDP growth exceeds expectations has mixed effects on the Indian economy,Neutral
"Trade deal with Europe signed, bypassing US tariffs reduces demand for Indian exports",Negative
US dollar strengthens against major currencies leads to currency depreciation against the US dollar,Negative
ECB announces quantitative easing measures increases inflation risks for the Indian economy,Negative
Trade surplus with US increases due to IT exports leads to cautious optimism among Indian businesses,Neutral
Energy crisis due to Middle East tensions results in no significant impact on Indian growth,Neutral
Indian exports benefit from reduced European tariffs boosts Indian exports significantly,Positive
India signs technology transfer agreement with Japan creates opportunities for Indian startups,Positive
Tech breakthroughs in AI challenge Indian IT dominance leads to increased FDI inflows into India,Positive
Brexit uncertainty impacts global trade leads to cautious optimism among Indian businesses,Neutral
Brexit uncertainty impacts global trade leads to increased FDI inflows into India,Positive
GDP growth exceeds expectations results in no significant impact on Indian growth,Neutral
Japanese investors focus on Indian infrastructure projects reduces demand for Indian exports,Negative
